t,B8,AI4,PI4,B6B9B3,AI3,TI3,B6B9B3_B38,AI3_2,PI3,B31B32,AI2,TI2,B7,A_hinge,T_hinge,B64,B44B48
35.76,0,0.00397735344869412,0.0237209128851305,0,0.00230589448554127,0.0131929217314922,0,0.0196754099030598,0.0579621368307269,1,0.9847332526697,0.919108707351455,0,0.00328922218542685,0.0201022596916819,0,1
35.78,0,0.00386795126591696,0.0231778410847488,0,0.00224246791477602,0.0128934601523226,0,0.0194010377953173,0.0574282313102085,1,0.985550632338296,0.922622236981799,0,0.0031987479312861,0.0196397956371226,0,1
35.8,0,0.00376155832980364,0.0226466979206781,0,0.00218078597278899,0.0126004910173032,0,0.0191304917859319,0.0568979449635647,1,0.98632424960563,0.925991415093477,0,0.00311076228697492,0.0191875636367827,0,1
35.82,0,0.00365809186718407,0.0221272380537228,0,0.00212080067133904,0.0123138837317128,0,0.0188637185202507,0.0563712806763418,1,0.98705644750498,0.929221627214766,0,0.00302519680010383,0.0187453506973414,0,1
35.84,0,0.00355747138166984,0.021619220616273,0,0.00206246534216282,0.0120335099730266,0,0.0186006653876469,0.0558482405498207,1,0.987749443623926,0.932318095979157,0,0.00294198490115366,0.018312947801261,0,1
35.86,0,0.00345961859102843,0.021122409151934,0,0.00200573460066713,0.0117592436647248,0,0.0183412805111454,0.0553288259223291,1,0.988405336820699,0.935285883130372,0,0.00286106185168484,0.0178901498492182,0,1
35.88,0,0.00336445736628004,0.0206365715550935,0,0.00195056431061994,0.0114909609498217,0,0.0180855127371913,0.054813037390111,1,0.98902611358093,0.938129891779629,0,0.0027823646939712,0.0174767556026948,0,1
35.9,0,0.00327191367246963,0.0201614800104753,0,0.00189691154981259,0.011228540164153,0,0.0178333116255624,0.0543008748277636,1,0.989613654034071,0.940854868882391,0,0.00270583220201917,0.0170725676267624,0,1
35.92,0,0.00318191551106808,0.0196969109327274,0,0.00184473457666658,0.0109718618094521,0,0.0175846274394213,0.0537923374082477,1,0.990169737647684,0.943465407904631,0,0.00263140483393429,0.0166773922330933,0,1
35.94,0,0.00309439286395769,0.0192426449060866,0,0.00179399279775878,0.0107208085262496,0,0.0173394111355073,0.0532874236224804,1,0.990696048616871,0.945965951651209,0,0.00255902468559789,0.0162910394232285,0,1
35.96,0,0.00300927763895846,0.0187984666241628,0,0.00174464673623997,0.0104752650666239,0,0.0170976143544642,0.0527861312985187,1,0.991194180965147,0.948360795231379,0,0.00248863544561798,0.0159133228321325,0,1
35.98,0,0.00292650361685272,0.0183641648298806,0,0.00169665800112206,0.0102351182668338,0,0.0168591894113034,0.0522884576203392,1,0.991665643372214,0.950654089138616,0,0.00242018235151929,0.0155440596720611,0,1
36,0,0.00284600639986688,0.0179395322556159,0,0.00164998925741007,0.0100002570198577,0,0.0166240892859998,0.0517943991462245,1,0.992111863743259,0.952849842424028,0,0.00235361214713831,0.0151830706767687,0,1
36.02,0,0.00276772336157029,0.0175243655635623,0,0.00160460419705573,0.00977057224786804,0,0.016392267614219,0.0513039518267607,1,0.992534193533612,0.954951925944506,0,0.00228887304119028,0.0148301800460777,0,1
36.04,0,0.00269159359815222,0.0171184652863592,0,0.00156046751070996,0.00954595687466284,0,0.0161636786781739,0.0508171110224557,1,0.992933911841859,0.956964075668507,0,0.00222591466697583,0.0144852153908335,0,1
36.06,0,0.00261755788103898,0.0167216357680135,0,0.00151754486025239,0.00932630579807897,0,0.0159382773976082,0.0503338715209836,1,0.993312229283814,0.958889896023998,0,0.00216468804319594,0.0141480076782647,0,1
36.08,0,0.00254555861081439,0.0163336851051423,0,0.00147580285207648,0.00911151586240862,0,0.0157160193209068,0.0498542275540633,1,0.993670291659078,0.96073286327455,0,0.00210514553584473,0.013818391177769,0,1
36.1,0,0.00247553977240773,0.0159544250885646,0,0.00143520901110946,0.00890148583083963,0,0.0154968606163286,0.0493781728139775,1,0.99400918342129,0.962496328911,0,0.00204724082115043,0.0134962034071417,0,1
